,Time,LBA,PBA,Ops,Zone-idx,WA_1,WA_2
75,541.519990,75,531,w,0,-1,-1
76,541.520028,76,532,w,0,-1,-1
77,541.520075,77,533,w,0,-1,-1
78,541.520115,78,534,w,0,-1,-1
79,541.520158,79,535,w,0,-1,-1
80,541.520200,80,536,w,0,-1,-1
81,541.520243,81,537,w,0,-1,-1
82,541.520286,82,538,w,0,-1,-1
83,541.520329,83,539,w,0,-1,-1
84,541.520376,84,540,w,0,-1,-1
85,541.520419,85,541,w,0,-1,-1
86,541.520464,86,542,w,0,-1,-1
87,541.520507,87,543,w,0,-1,-1
88,541.520550,88,544,w,0,-1,-1
89,541.520599,89,545,w,0,-1,-1
90,541.520638,90,546,w,0,-1,-1
91,541.520685,91,547,w,0,-1,-1
92,541.520730,92,548,w,0,-1,-1
93,541.522321,93,549,w,0,-1,-1
94,541.522361,94,550,w,0,-1,-1
95,541.522403,95,551,w,0,-1,-1
96,541.522456,96,552,w,0,-1,-1
97,541.522499,97,553,w,0,-1,-1
98,541.522542,98,554,w,0,-1,-1
99,541.522588,99,555,w,0,-1,-1
100,541.522631,100,556,w,0,-1,-1
101,541.522674,101,557,w,0,-1,-1
102,541.522712,102,558,w,0,-1,-1
103,541.522760,103,559,w,0,-1,-1
104,541.522802,104,560,w,0,-1,-1
105,541.522841,105,561,w,0,-1,-1
106,541.522883,106,562,w,0,-1,-1
107,541.522921,107,563,w,0,-1,-1
108,541.522964,108,564,w,0,-1,-1
109,541.523002,109,565,w,0,-1,-1
110,541.523045,110,566,w,0,-1,-1
111,541.523084,111,567,w,0,-1,-1
112,541.523126,112,568,w,0,-1,-1
113,541.523172,113,569,w,0,-1,-1
114,541.523215,114,570,w,0,-1,-1
115,541.523262,115,571,w,0,-1,-1
116,541.523313,116,572,w,0,-1,-1
117,541.523352,117,573,w,0,-1,-1
118,541.523400,118,574,w,0,-1,-1
119,541.523443,119,575,w,0,-1,-1
120,541.523481,120,576,w,0,-1,-1
121,541.523524,121,577,w,0,-1,-1
122,541.523562,122,578,w,0,-1,-1
123,541.523605,123,579,w,0,-1,-1
124,541.523650,124,580,w,0,-1,-1
125,541.523692,125,581,w,0,-1,-1
126,541.523733,126,582,w,0,-1,-1
127,541.523776,127,583,w,0,-1,-1
128,541.523819,128,584,w,0,-1,-1
129,541.523862,129,585,w,0,-1,-1
130,541.523900,130,586,w,0,-1,-1
131,541.523952,131,587,w,0,-1,-1
132,541.523990,132,588,w,0,-1,-1
133,541.524028,133,589,w,0,-1,-1
134,541.524080,134,590,w,0,-1,-1
135,541.524123,135,591,w,0,-1,-1
136,541.524167,136,592,w,0,-1,-1
137,541.524210,137,593,w,0,-1,-1
138,541.524252,138,594,w,0,-1,-1
139,541.524298,139,595,w,0,-1,-1
140,541.524340,140,596,w,0,-1,-1
141,541.524378,141,597,w,0,-1,-1
142,541.524421,142,598,w,0,-1,-1
143,541.524459,143,599,w,0,-1,-1
144,541.524509,144,600,w,0,-1,-1
145,541.524548,145,601,w,0,-1,-1
146,541.524599,146,602,w,0,-1,-1
147,541.524637,147,603,w,0,-1,-1
148,541.524688,148,604,w,0,-1,-1
149,541.524730,149,605,w,0,-1,-1
150,541.526558,150,606,w,0,-1,-1
151,541.526597,151,607,w,0,-1,-1
152,541.526640,152,608,w,0,-1,-1
153,541.526688,153,609,w,0,-1,-1
154,541.526741,154,610,w,0,-1,-1
155,541.526784,155,611,w,0,-1,-1
156,541.526828,156,612,w,0,-1,-1
157,541.526871,157,613,w,0,-1,-1
158,541.526913,158,614,w,0,-1,-1
159,541.526963,159,615,w,0,-1,-1
160,541.527002,160,616,w,0,-1,-1
161,541.527045,161,617,w,0,-1,-1
162,541.527088,162,618,w,0,-1,-1
163,541.527136,163,619,w,0,-1,-1
164,541.527175,164,620,w,0,-1,-1
165,541.527218,165,621,w,0,-1,-1
166,541.527261,166,622,w,0,-1,-1
167,541.527307,167,623,w,0,-1,-1
168,541.527356,168,624,w,0,-1,-1
169,541.527394,169,625,w,0,-1,-1
170,541.527436,170,626,w,0,-1,-1
171,541.527474,171,627,w,0,-1,-1
172,541.527521,172,628,w,0,-1,-1
173,541.527565,173,629,w,0,-1,-1
174,541.527607,174,630,w,0,-1,-1
175,541.527652,175,631,w,0,-1,-1
176,541.527695,176,632,w,0,-1,-1
177,541.527746,177,633,w,0,-1,-1
178,541.527785,178,634,w,0,-1,-1
179,541.527823,179,635,w,0,-1,-1
180,541.527873,180,636,w,0,-1,-1
181,541.527911,181,637,w,0,-1,-1
182,541.527954,182,638,w,0,-1,-1
183,541.527996,183,639,w,0,-1,-1
184,541.528045,184,640,w,0,-1,-1
185,541.528083,185,641,w,0,-1,-1
186,541.528126,186,642,w,0,-1,-1
187,541.528169,187,643,w,0,-1,-1
188,541.528217,188,644,w,0,-1,-1
189,541.528255,189,645,w,0,-1,-1
190,541.528293,190,646,w,0,-1,-1
191,541.528353,191,647,w,0,-1,-1
192,541.528397,192,648,w,0,-1,-1
193,541.528440,193,649,w,0,-1,-1
194,541.528483,194,650,w,0,-1,-1
195,541.528526,195,651,w,0,-1,-1
196,541.528575,196,652,w,0,-1,-1
197,541.528613,197,653,w,0,-1,-1
198,541.528656,198,654,w,0,-1,-1
199,541.528698,199,655,w,0,-1,-1
200,541.528799,200,656,w,0,-1,-1
201,541.530308,201,657,w,0,-1,-1
202,541.530348,202,658,w,0,-1,-1
203,541.530388,203,659,w,0,-1,-1
204,541.530430,204,660,w,0,-1,-1
205,541.530469,205,661,w,0,-1,-1
206,541.530513,206,662,w,0,-1,-1
207,541.530548,207,663,w,0,-1,-1
208,541.530587,208,664,w,0,-1,-1
209,541.530627,209,665,w,0,-1,-1
210,541.530675,210,666,w,0,-1,-1
211,541.530715,211,667,w,0,-1,-1
212,541.530759,212,668,w,0,-1,-1
213,541.530796,213,669,w,0,-1,-1
214,541.530833,214,670,w,0,-1,-1
215,541.530868,215,671,w,0,-1,-1
216,541.530904,216,672,w,0,-1,-1
217,541.530943,217,673,w,0,-1,-1
218,541.530978,218,674,w,0,-1,-1
219,541.531013,219,675,w,0,-1,-1
220,541.531055,220,676,w,0,-1,-1
221,541.531087,221,677,w,0,-1,-1
222,541.531123,222,678,w,0,-1,-1
223,541.531158,223,679,w,0,-1,-1
224,541.531199,224,680,w,0,-1,-1
225,541.531231,225,681,w,0,-1,-1
226,541.531266,226,682,w,0,-1,-1
227,541.531301,227,683,w,0,-1,-1
228,541.531337,228,684,w,0,-1,-1
229,541.531379,229,685,w,0,-1,-1
230,541.531412,230,686,w,0,-1,-1
231,541.531447,231,687,w,0,-1,-1
232,541.531479,232,688,w,0,-1,-1
233,541.531520,233,689,w,0,-1,-1
234,541.531552,234,690,w,0,-1,-1
235,541.531587,235,691,w,0,-1,-1
236,541.531623,236,692,w,0,-1,-1
237,541.531658,237,693,w,0,-1,-1
238,541.531694,238,694,w,0,-1,-1
239,541.531735,239,695,w,0,-1,-1
240,541.531770,240,696,w,0,-1,-1
241,541.531806,241,697,w,0,-1,-1
242,541.531842,242,698,w,0,-1,-1
243,541.531877,243,699,w,0,-1,-1
244,541.531920,244,700,w,0,-1,-1
245,541.531955,245,701,w,0,-1,-1
246,541.531991,246,702,w,0,-1,-1
247,541.532025,247,703,w,0,-1,-1
248,541.532067,248,704,w,0,-1,-1
249,541.532103,249,705,w,0,-1,-1
250,541.532141,250,706,w,0,-1,-1
251,541.532176,251,707,w,0,-1,-1
252,541.532212,252,708,w,0,-1,-1
253,541.532250,253,709,w,0,-1,-1
254,541.532286,254,710,w,0,-1,-1
255,541.532321,255,711,w,0,-1,-1
256,541.532359,256,712,w,0,-1,-1
257,541.532395,257,713,w,0,-1,-1
258,541.532432,258,714,w,0,-1,-1
259,541.532475,259,715,w,0,-1,-1
260,541.532507,260,716,w,0,-1,-1
261,541.532548,261,717,w,0,-1,-1
262,541.532580,262,718,w,0,-1,-1
263,541.532622,263,719,w,0,-1,-1
264,541.532654,264,720,w,0,-1,-1
265,541.532696,265,721,w,0,-1,-1
266,541.532729,266,722,w,0,-1,-1
267,541.534355,267,723,w,0,-1,-1
268,541.534402,268,724,w,0,-1,-1
269,541.534435,269,725,w,0,-1,-1
270,541.534477,270,726,w,0,-1,-1
271,541.534509,271,727,w,0,-1,-1
272,541.534552,272,728,w,0,-1,-1
273,541.534583,273,729,w,0,-1,-1
274,541.534625,274,730,w,0,-1,-1
275,541.534657,275,731,w,0,-1,-1
276,541.534699,276,732,w,0,-1,-1
277,541.534735,277,733,w,0,-1,-1
278,541.534778,278,734,w,0,-1,-1
279,541.534810,279,735,w,0,-1,-1
280,541.534845,280,736,w,0,-1,-1
281,541.534886,281,737,w,0,-1,-1
282,541.534918,282,738,w,0,-1,-1
283,541.534959,283,739,w,0,-1,-1
284,541.534991,284,740,w,0,-1,-1
285,541.535033,285,741,w,0,-1,-1
286,541.535073,286,742,w,0,-1,-1
287,541.535105,287,743,w,0,-1,-1
288,541.535148,288,744,w,0,-1,-1
289,541.535180,289,745,w,0,-1,-1
290,541.535219,290,746,w,0,-1,-1
291,541.535254,291,747,w,0,-1,-1
292,541.535294,292,748,w,0,-1,-1
293,541.535326,293,749,w,0,-1,-1
294,541.535358,294,750,w,0,-1,-1
295,541.535390,295,751,w,0,-1,-1
296,541.535422,296,752,w,0,-1,-1
297,541.535475,297,753,w,0,-1,-1
298,541.535508,298,754,w,0,-1,-1
299,541.535540,299,755,w,0,-1,-1
300,541.535577,300,756,w,0,-1,-1
301,541.535613,301,757,w,0,-1,-1
302,541.535645,302,758,w,0,-1,-1
303,541.535681,303,759,w,0,-1,-1
304,541.535713,304,760,w,0,-1,-1
305,541.535766,305,761,w,0,-1,-1
306,541.535799,306,762,w,0,-1,-1
307,541.535837,307,763,w,0,-1,-1
308,541.535873,308,764,w,0,-1,-1
309,541.535909,309,765,w,0,-1,-1
310,541.535947,310,766,w,0,-1,-1
311,541.535983,311,767,w,0,-1,-1
312,541.536018,312,768,w,0,-1,-1
313,541.536057,313,769,w,0,-1,-1
314,541.536093,314,770,w,0,-1,-1
315,541.536129,315,771,w,0,-1,-1
316,541.536166,316,772,w,0,-1,-1
317,541.536202,317,773,w,0,-1,-1
318,541.536238,318,774,w,0,-1,-1
319,541.536275,319,775,w,0,-1,-1
320,541.536311,320,776,w,0,-1,-1
321,541.536347,321,777,w,0,-1,-1
322,541.536385,322,778,w,0,-1,-1
323,541.536421,323,779,w,0,-1,-1
324,541.536465,324,780,w,0,-1,-1
325,541.536497,325,781,w,0,-1,-1
326,541.536539,326,782,w,0,-1,-1
327,541.536571,327,783,w,0,-1,-1
328,541.536607,328,784,w,0,-1,-1
329,541.536643,329,785,w,0,-1,-1
330,541.536679,330,786,w,0,-1,-1
331,541.536714,331,787,w,0,-1,-1
332,541.538252,332,788,w,0,-1,-1
333,541.538299,333,789,w,0,-1,-1
334,541.538331,334,790,w,0,-1,-1
335,541.538367,335,791,w,0,-1,-1
336,541.538404,336,792,w,0,-1,-1
337,541.538439,337,793,w,0,-1,-1
338,541.538471,338,794,w,0,-1,-1
339,541.538510,339,795,w,0,-1,-1
340,541.538543,340,796,w,0,-1,-1
341,541.538578,341,797,w,0,-1,-1
342,541.538610,342,798,w,0,-1,-1
343,541.538663,343,799,w,0,-1,-1
344,541.538695,344,800,w,0,-1,-1
345,541.538730,345,801,w,0,-1,-1
346,541.538765,346,802,w,0,-1,-1
347,541.538800,347,803,w,0,-1,-1
348,541.538837,348,804,w,0,-1,-1
349,541.538873,349,805,w,0,-1,-1
350,541.538904,350,806,w,0,-1,-1
351,541.538936,351,807,w,0,-1,-1
352,541.538971,352,808,w,0,-1,-1
353,541.539003,353,809,w,0,-1,-1
354,541.539038,354,810,w,0,-1,-1
355,541.539073,355,811,w,0,-1,-1
356,541.539113,356,812,w,0,-1,-1
357,541.539148,357,813,w,0,-1,-1
358,541.539185,358,814,w,0,-1,-1
359,541.539220,359,815,w,0,-1,-1
360,541.539256,360,816,w,0,-1,-1
361,541.539297,361,817,w,0,-1,-1
362,541.539337,362,818,w,0,-1,-1
363,541.539379,363,819,w,0,-1,-1
364,541.539411,364,820,w,0,-1,-1
365,541.539443,365,821,w,0,-1,-1
366,541.539478,366,822,w,0,-1,-1
367,541.539514,367,823,w,0,-1,-1
368,541.539553,368,824,w,0,-1,-1
369,541.539589,369,825,w,0,-1,-1
370,541.539624,370,826,w,0,-1,-1
371,541.539665,371,827,w,0,-1,-1
372,541.539697,372,828,w,0,-1,-1
373,541.539732,373,829,w,0,-1,-1
374,541.539766,374,830,w,0,-1,-1
375,541.539807,375,831,w,0,-1,-1
376,541.539839,376,832,w,0,-1,-1
377,541.539874,377,833,w,0,-1,-1
378,541.539910,378,834,w,0,-1,-1
379,541.539941,379,835,w,0,-1,-1
380,541.539977,380,836,w,0,-1,-1
381,541.540021,381,837,w,0,-1,-1
382,541.540056,382,838,w,0,-1,-1
383,541.540092,383,839,w,0,-1,-1
384,541.540127,384,840,w,0,-1,-1
385,541.540165,385,841,w,0,-1,-1
386,541.540200,386,842,w,0,-1,-1
387,541.540236,387,843,w,0,-1,-1
388,541.540277,388,844,w,0,-1,-1
389,541.540309,389,845,w,0,-1,-1
390,541.540344,390,846,w,0,-1,-1
391,541.540384,391,847,w,0,-1,-1
392,541.540416,392,848,w,0,-1,-1
393,541.540451,393,849,w,0,-1,-1
394,541.540487,394,850,w,0,-1,-1
395,541.540522,395,851,w,0,-1,-1
396,541.540557,396,852,w,0,-1,-1
397,541.540598,397,853,w,0,-1,-1
398,541.540630,398,854,w,0,-1,-1
399,541.540665,399,855,w,0,-1,-1
400,541.540708,400,856,w,0,-1,-1
401,541.540747,401,857,w,0,-1,-1
402,541.542950,402,858,w,0,-1,-1
403,541.542991,403,859,w,0,-1,-1
404,541.543024,404,860,w,0,-1,-1
405,541.543058,405,861,w,0,-1,-1
406,541.543090,406,862,w,0,-1,-1
407,541.543122,407,863,w,0,-1,-1
408,541.543154,408,864,w,0,-1,-1
409,541.543189,409,865,w,0,-1,-1
410,541.543221,410,866,w,0,-1,-1
411,541.543255,411,867,w,0,-1,-1
412,541.543288,412,868,w,0,-1,-1
413,541.543329,413,869,w,0,-1,-1
414,541.543364,414,870,w,0,-1,-1
415,541.543400,415,871,w,0,-1,-1
416,541.543433,416,872,w,0,-1,-1
417,541.543471,417,873,w,0,-1,-1
418,541.543503,418,874,w,0,-1,-1
419,541.543565,419,875,w,0,-1,-1
420,541.543597,420,876,w,0,-1,-1
421,541.543629,421,877,w,0,-1,-1
422,541.543662,422,878,w,0,-1,-1
423,541.543694,423,879,w,0,-1,-1
424,541.543727,424,880,w,0,-1,-1
425,541.543762,425,881,w,0,-1,-1
426,541.543796,426,882,w,0,-1,-1
427,541.543830,427,883,w,0,-1,-1
428,541.543864,428,884,w,0,-1,-1
429,541.543896,429,885,w,0,-1,-1
430,541.543928,430,886,w,0,-1,-1
431,541.543960,431,887,w,0,-1,-1
432,541.543995,432,888,w,0,-1,-1
433,541.544032,433,889,w,0,-1,-1
434,541.544069,434,890,w,0,-1,-1
435,541.544108,435,891,w,0,-1,-1
436,541.544143,436,892,w,0,-1,-1
437,541.544181,437,893,w,0,-1,-1
438,541.544216,438,894,w,0,-1,-1
439,541.544254,439,895,w,0,-1,-1
440,541.544289,440,896,w,0,-1,-1
441,541.544324,441,897,w,0,-1,-1
442,541.544359,442,898,w,0,-1,-1
443,541.544395,443,899,w,0,-1,-1
444,541.544436,444,900,w,0,-1,-1
445,541.544468,445,901,w,0,-1,-1
446,541.544510,446,902,w,0,-1,-1
447,541.544542,447,903,w,0,-1,-1
448,541.544584,448,904,w,0,-1,-1
449,541.544615,449,905,w,0,-1,-1
450,541.544658,450,906,w,0,-1,-1
451,541.544694,451,907,w,0,-1,-1
452,541.544726,452,908,w,0,-1,-1
453,541.544807,453,909,w,0,-1,-1
454,541.546045,454,910,w,0,-1,-1
455,541.546080,455,911,w,0,-1,-1
456,541.546115,456,912,w,0,-1,-1
457,541.546158,457,913,w,0,-1,-1
458,541.546194,458,914,w,0,-1,-1
459,541.546229,459,915,w,0,-1,-1
460,541.546261,460,916,w,0,-1,-1
461,541.546304,461,917,w,0,-1,-1
462,541.546336,462,918,w,0,-1,-1
463,541.546372,463,919,w,0,-1,-1
464,541.546408,464,920,w,0,-1,-1
465,541.546443,465,921,w,0,-1,-1
466,541.546484,466,922,w,0,-1,-1
467,541.546515,467,923,w,0,-1,-1
468,541.546551,468,924,w,0,-1,-1
469,541.546586,469,925,w,0,-1,-1
470,541.546625,470,926,w,0,-1,-1
471,541.546661,471,927,w,0,-1,-1
472,541.546696,472,928,w,0,-1,-1
473,541.546735,473,929,w,0,-1,-1
474,541.546773,474,930,w,0,-1,-1
475,541.546810,475,931,w,0,-1,-1
476,541.546865,476,932,w,0,-1,-1
477,541.546903,477,933,w,0,-1,-1
478,541.546935,478,934,w,0,-1,-1
479,541.546987,479,935,w,0,-1,-1
480,541.547019,480,936,w,0,-1,-1
481,541.547055,481,937,w,0,-1,-1
482,541.547091,482,938,w,0,-1,-1
483,541.547123,483,939,w,0,-1,-1
484,541.547158,484,940,w,0,-1,-1
485,541.547194,485,941,w,0,-1,-1
486,541.547229,486,942,w,0,-1,-1
487,541.547265,487,943,w,0,-1,-1
488,541.547303,488,944,w,0,-1,-1
489,541.547339,489,945,w,0,-1,-1
490,541.547374,490,946,w,0,-1,-1
491,541.547412,491,947,w,0,-1,-1
492,541.547447,492,948,w,0,-1,-1
493,541.547483,493,949,w,0,-1,-1
494,541.547529,494,950,w,0,-1,-1
495,541.547573,495,951,w,0,-1,-1
496,541.547605,496,952,w,0,-1,-1
497,541.547640,497,953,w,0,-1,-1
498,541.547681,498,954,w,0,-1,-1
499,541.547712,499,955,w,0,-1,-1
500,541.547751,500,956,w,0,-1,-1
501,541.547783,501,957,w,0,-1,-1
502,541.547819,502,958,w,0,-1,-1
503,541.547854,503,959,w,0,-1,-1
504,541.547886,504,960,w,0,-1,-1
505,541.547921,505,961,w,0,-1,-1
506,541.547957,506,962,w,0,-1,-1
507,541.547993,507,963,w,0,-1,-1
508,541.548028,508,964,w,0,-1,-1
509,541.548063,509,965,w,0,-1,-1
510,541.548099,510,966,w,0,-1,-1
511,541.548137,511,967,w,0,-1,-1
512,541.548172,512,968,w,0,-1,-1
513,541.548215,513,969,w,0,-1,-1
514,541.548259,514,970,w,0,-1,-1
515,541.548290,515,971,w,0,-1,-1
516,541.548329,516,972,w,0,-1,-1
517,541.548364,517,973,w,0,-1,-1
518,541.548400,518,974,w,0,-1,-1
519,541.548440,519,975,w,0,-1,-1
520,541.548472,520,976,w,0,-1,-1
521,541.548505,521,977,w,0,-1,-1
522,541.548546,522,978,w,0,-1,-1
523,541.548578,523,979,w,0,-1,-1
524,541.548615,524,980,w,0,-1,-1
525,541.548650,525,981,w,0,-1,-1
526,541.548685,526,982,w,0,-1,-1
527,541.548726,527,983,w,0,-1,-1
528,541.548758,528,984,w,0,-1,-1
529,541.550625,529,985,w,0,-1,-1
530,541.550658,530,986,w,0,-1,-1
531,541.550694,531,987,w,0,-1,-1
532,541.550743,532,988,w,0,-1,-1
533,541.550784,533,989,w,0,-1,-1
534,541.550820,534,990,w,0,-1,-1
535,541.550852,535,991,w,0,-1,-1
536,541.550887,536,992,w,0,-1,-1
537,541.550919,537,993,w,0,-1,-1
538,541.550961,538,994,w,0,-1,-1
539,541.550993,539,995,w,0,-1,-1
540,541.551025,540,996,w,0,-1,-1
541,541.551066,541,997,w,0,-1,-1
542,541.551098,542,998,w,0,-1,-1
543,541.551136,543,999,w,0,-1,-1
544,541.551171,544,1000,w,0,-1,-1
545,541.551203,545,1001,w,0,-1,-1
546,541.551239,546,1002,w,0,-1,-1
547,541.551271,547,1003,w,0,-1,-1
548,541.551306,548,1004,w,0,-1,-1
549,541.551344,549,1005,w,0,-1,-1
550,541.551380,550,1006,w,0,-1,-1
551,541.551418,551,1007,w,0,-1,-1
552,541.551460,552,1008,w,0,-1,-1
553,541.551492,553,1009,w,0,-1,-1
554,541.551531,554,1010,w,0,-1,-1
555,541.551566,555,1011,w,0,-1,-1
556,541.551598,556,1012,w,0,-1,-1
557,541.551634,557,1013,w,0,-1,-1
558,541.551665,558,1014,w,0,-1,-1
559,541.551701,559,1015,w,0,-1,-1
560,541.551736,560,1016,w,0,-1,-1
561,541.551771,561,1017,w,0,-1,-1
562,541.551809,562,1018,w,0,-1,-1
563,541.551845,563,1019,w,0,-1,-1
564,541.551880,564,1020,w,0,-1,-1
565,541.551917,565,1021,w,0,-1,-1
566,541.551958,566,1022,w,0,-1,-1
567,541.551990,567,1023,w,0,-1,-1
568,541.552025,568,1480,w,0,-1,-1
569,541.552061,569,1481,w,0,-1,-1
570,541.552103,570,1482,w,0,-1,-1
571,541.552145,571,1483,w,0,-1,-1
572,541.552177,572,1484,w,0,-1,-1
573,541.552212,573,1485,w,0,-1,-1
574,541.552248,574,1486,w,0,-1,-1
575,541.552289,575,1487,w,0,-1,-1
576,541.552321,576,1488,w,0,-1,-1
577,541.552356,577,1489,w,0,-1,-1
578,541.552393,578,1490,w,0,-1,-1
579,541.552429,579,1491,w,0,-1,-1
580,541.552472,580,1492,w,0,-1,-1
581,541.552504,581,1493,w,0,-1,-1
582,541.552539,582,1494,w,0,-1,-1
583,541.552571,583,1495,w,0,-1,-1
584,541.552613,584,1496,w,0,-1,-1
585,541.552647,585,1497,w,0,-1,-1
586,541.552679,586,1498,w,0,-1,-1
587,541.552719,587,1499,w,0,-1,-1
588,541.552753,588,1500,w,0,-1,-1
589,541.554828,589,1501,w,0,-1,-1
590,541.554876,590,1502,w,0,-1,-1
591,541.554908,591,1503,w,0,-1,-1
592,541.554947,592,1504,w,0,-1,-1
593,541.554989,593,1505,w,0,-1,-1
594,541.555021,594,1506,w,0,-1,-1
595,541.555064,595,1507,w,0,-1,-1
596,541.555096,596,1508,w,0,-1,-1
597,541.555138,597,1509,w,0,-1,-1
598,541.555170,598,1510,w,0,-1,-1
599,541.555202,599,1511,w,0,-1,-1
600,541.555244,600,1512,w,0,-1,-1
601,541.555276,601,1513,w,0,-1,-1
602,541.555318,602,1514,w,0,-1,-1
603,541.555350,603,1515,w,0,-1,-1
604,541.555391,604,1516,w,0,-1,-1
605,541.555427,605,1517,w,0,-1,-1
606,541.555469,606,1518,w,0,-1,-1
607,541.555501,607,1519,w,0,-1,-1
608,541.555550,608,1520,w,0,-1,-1
609,541.555588,609,1521,w,0,-1,-1
610,541.555631,610,1522,w,0,-1,-1
611,541.555663,611,1523,w,0,-1,-1
612,541.555705,612,1524,w,0,-1,-1
613,541.555737,613,1525,w,0,-1,-1
614,541.555781,614,1526,w,0,-1,-1
615,541.555814,615,1527,w,0,-1,-1
616,541.555856,616,1528,w,0,-1,-1
617,541.555888,617,1529,w,0,-1,-1
618,541.555933,618,1530,w,0,-1,-1
619,541.555965,619,1531,w,0,-1,-1
620,541.555996,620,1532,w,0,-1,-1
621,541.556040,621,1533,w,0,-1,-1
622,541.556072,622,1534,w,0,-1,-1
623,541.556104,623,1535,w,0,-1,-1
624,541.556146,624,1536,w,0,-1,-1
625,541.556178,625,1537,w,0,-1,-1
626,541.556210,626,1538,w,0,-1,-1
627,541.556252,627,1539,w,0,-1,-1
628,541.556291,628,1540,w,0,-1,-1
629,541.556327,629,1541,w,0,-1,-1
630,541.556362,630,1542,w,0,-1,-1
631,541.556394,631,1543,w,0,-1,-1
632,541.556436,632,1544,w,0,-1,-1
633,541.556469,633,1545,w,0,-1,-1
634,541.556500,634,1546,w,0,-1,-1
635,541.556542,635,1547,w,0,-1,-1
636,541.556574,636,1548,w,0,-1,-1
637,541.556606,637,1549,w,0,-1,-1
638,541.556641,638,1550,w,0,-1,-1
639,541.556676,639,1551,w,0,-1,-1
640,541.556712,640,1552,w,0,-1,-1
641,541.556747,641,1553,w,0,-1,-1
642,541.559375,642,1554,w,0,-1,-1
643,541.559422,643,1555,w,0,-1,-1
644,541.559454,644,1556,w,0,-1,-1
645,541.559486,645,1557,w,0,-1,-1
646,541.559529,646,1558,w,0,-1,-1
647,541.559566,647,1559,w,0,-1,-1
648,541.559598,648,1560,w,0,-1,-1
649,541.559633,649,1561,w,0,-1,-1
650,541.559670,650,1562,w,0,-1,-1
651,541.559704,651,1563,w,0,-1,-1
652,541.559739,652,1564,w,0,-1,-1
653,541.559777,653,1565,w,0,-1,-1
654,541.559809,654,1566,w,0,-1,-1
655,541.559845,655,1567,w,0,-1,-1
656,541.559880,656,1568,w,0,-1,-1
657,541.559912,657,1569,w,0,-1,-1
